OriginRegion,DestinationRegion,EventName,ProjectName,IndustryCode,IndustryDescription,ImpactType,Output,Employment,WageAndSalaryEmployment,ProprietorEmployment,EmployeeCompensation,ProprietorIncome,TaxesOnProductionAndImports,OtherPropertyIncome,TagName
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,386,Retail - Furniture and home furnishings stores,Total,"153,027.620318887",1.122356829,0.699645474,0.422711356,"38,479.523047426","10,330.915019592","27,510.345144376","57,614.323221786",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,387,Retail - Electronics and appliance stores,Total,"77,915.257571970",1.374950619,1.026144096,0.348806522,"55,873.066262548","6,720.240308776","15,388.667703153","-5,684.359660623",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,393,"Retail - Sporting goods, hobby, musical instrument and book stores",Total,"143,428.165359645",2.106163998,1.301730120,0.804433878,"43,406.810257551","13,142.696711140","22,065.464458237","33,727.558322635",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,395,Retail - Miscellaneous store retailers,Total,"313,259.984764841",5.127724518,2.760613102,2.367111416,"93,116.457473213","31,898.571705025","40,841.394326346","1,823.772266643",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,397,Rail transportation,Total,"62,762.848613427",0.103793384,0.103793384,0.000000000,"14,864.773813748",0.000000000,821.996259789,"18,843.536505549",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,398,Water transportation,Total,"15,028.682093387",0.028574151,0.026537918,0.002036232,"1,612.374295750",-59.501535560,425.596224590,"1,094.445271742",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,399,Truck transportation,Total,"533,547.703565265",2.298749646,1.768524507,0.530225138,"153,209.692334687","39,657.110085879","5,302.952883818","75,795.641837568",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,402,Scenic and sightseeing transportation and support activities for transportation,Total,"31,784.599731108",0.292235597,0.247235143,0.045000454,"19,680.006781453","9,536.835194310",324.256302961,"-4,657.634730161",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,403,Couriers and messengers,Total,"106,603.410904391",1.795573345,0.873506503,0.922066842,"52,285.207964097",287.676213854,956.007396526,"43,754.817449809",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,510,Other federal government enterprises,Total,13.896773974,0.001752754,0.001752754,0.000000000,112.520718121,0.000000000,-940.756863538,144.706346465,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,513,Other state government enterprises,Total,"23,695.571530820",0.079988939,0.079988939,0.000000000,"8,869.265975815",0.000000000,-87.488045407,308.774430108,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,514,Local government passenger transit,Total,"3,446.292142406",0.083101431,0.083101431,0.000000000,"6,471.648406979",0.000000000,0.000000000,"-5,508.093151233",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,516,Other local government enterprises,Total,"159,174.503817990",0.362408427,0.362408427,0.000000000,"39,150.309766536",0.000000000,"-18,898.988427599","39,681.070451505",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,1,Oilseed farming,Total,351.372019852,0.001283318,0.000159163,0.001124155,12.443041523,50.211391761,15.887234439,202.129838479,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,2,Grain farming,Total,"3,928.500322739",0.017792700,0.002084748,0.015707952,203.681430900,313.846342920,-324.691624909,767.653842105,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,3,Vegetable and melon farming,Total,"3,480.465471942",0.022196838,0.012945102,0.009251736,348.702063858,807.162530977,179.714181428,"1,193.968648986",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,4,Fruit farming,Total,166.608399939,0.001996507,0.001125062,0.000871445,22.971380564,82.784080721,9.119935962,49.781208370,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,5,Tree nut farming,Total,1.955249697,0.000021903,0.000006168,0.000015736,0.395868743,2.692139962,0.337293548,-1.506046753,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,6,"Greenhouse, nursery, and floriculture production",Total,"4,379.487485633",0.015203843,0.011326117,0.003877726,469.020581368,511.190052429,93.840300279,"2,192.656984763",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,10,All other crop farming,Total,991.000990669,0.019356606,0.001181022,0.018175584,143.185868818,113.923026162,-1.063376728,267.081585396,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming",Total,357.267769826,0.003671187,0.000174609,0.003496579,6.702005751,96.567410214,19.907009750,67.945875148,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,12,Dairy cattle and milk production,Total,333.220164355,0.001071770,0.000660268,0.000411502,15.689878094,31.378883971,9.999146587,63.169600835,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,13,Poultry and egg production,Total,690.521084668,0.001139740,0.000459409,0.000680331,51.389281553,8.792139427,23.885344253,77.733189609,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,14,"Animal production, except cattle and poultry and eggs",Total,"1,674.657249388",0.033994195,0.003778558,0.030215637,288.390843608,548.067244645,95.148642544,715.017302367,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,15,"Forestry, forest products, and timber tract production",Total,6.127646970,0.000060022,0.000060022,0.000000000,5.203569237,0.000000000,0.161895772,0.226241111,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,16,Commercial logging,Total,69.562420429,0.000494986,0.000132842,0.000362144,11.129246394,58.136843917,0.822945483,-2.567955516,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,17,Commercial fishing,Total,504.435652112,0.012342831,0.001222311,0.011120520,80.951549040,-27.848826216,54.349102564,395.473743233,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,18,Commercial hunting and trapping,Total,9.895802233,0.000604116,0.000000000,0.000604116,0.000000000,-2.354956207,6.270423396,0.000000000,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,19,Support activities for agriculture and forestry,Total,271.502527542,0.006930477,0.003381988,0.003548489,198.407696581,54.318039690,6.294770869,-2.573702523,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,23,Iron ore mining,Total,0.380036141,0.000000968,0.000000968,0.000000000,0.015194251,0.000000000,0.023862587,0.004142578,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,26,Stone mining and quarrying,Total,"11,579.806813458",0.025262326,0.023700420,0.001561906,"2,567.779180562",232.815939328,849.785505785,"3,531.605878487",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,27,Sand and gravel mining,Total,141.480821062,0.000362144,0.000312735,0.000049409,36.470918338,27.380697806,9.081427697,17.736574005,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,30,Drilling oil and gas wells,Total,0.030857733,0.000000179,0.000000163,0.000000016,0.023096036,0.000043164,0.001231148,-0.005335209,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,31,Support activities for oil and gas operations,Total,0.357508839,0.000002052,0.000000184,0.000001868,0.002590193,0.177138992,0.025347682,0.001397439,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,33,Other nonmetallic minerals services,Total,20.587878658,0.000072504,0.000072504,0.000000000,7.333785816,0.000000000,0.627070491,1.107570854,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,35,Electric power generation - Fossil  fuel,Total,"9,073.565300198",0.004567009,0.004361359,0.000205650,829.341928382,13.778573130,966.759613308,"3,354.876908752",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,36,Electric power generation - Nuclear,Total,"25,890.343858552",0.017685300,0.017044208,0.000641091,"3,779.053343991","4,320.749082834","2,103.898684180","7,601.401798396",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,37,Electric power generation - Solar,Total,64.409922863,0.000088749,0.000088749,0.000000000,15.574005068,0.000000000,7.113793102,16.159684010,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,38,Electric power generation - Wind,Total,"1,719.280583386",0.000533605,0.000525705,0.000007900,92.919696099,31.720248790,242.117469012,832.177483980,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,40,Electric power generation - Biomass,Total,142.832767084,0.000115494,0.000111026,0.000004468,15.283263395,4.924458992,16.386731048,32.288392668,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,42,Electric power transmission and distribution,Total,"150,746.748239061",0.091489936,0.087749546,0.003740391,"14,164.967994965",690.860761708,"9,896.791928158","44,693.465792708",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,43,Natural gas distribution,Total,"50,511.504406855",0.065631926,0.062202460,0.003429466,"9,189.666133608","2,509.817212006","9,333.137583047","13,544.663564901",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,44,"Water, sewage and other systems",Total,"3,701.516706051",0.015190086,0.014930311,0.000259775,"1,446.354465860",25.362097359,407.167413615,273.576947809,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,55,Maintenance and repair construction of nonresidential structures,Total,"100,213.877506032",0.469851852,0.329125212,0.140726639,"27,357.657634614","7,104.115270024",716.482592137,"15,015.093487312",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,56,Maintenance and repair construction of residential structures,Total,"53,270.237022166",0.353819406,0.254563457,0.099255949,"18,689.339256808","4,615.984100685","1,714.239356655","6,182.841485343",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,57,"Maintenance and repair construction of highways, streets, bridges, and tunnels",Total,152.801209170,0.000717474,0.000502537,0.000214937,41.770413959,10.849364414,1.106726746,24.139860278,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,58,Dog and cat food manufacturing,Total,147.754381424,0.000136008,0.000111738,0.000024270,13.706299646,0.678146672,3.828358068,17.984329297,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,59,Other animal food manufacturing,Total,"1,312.257428155",0.000762427,0.000720585,0.000041842,65.397121758,0.236362825,42.077501436,80.767704102,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,60,Flour milling,Total,"1,401.805434685",0.001044135,0.000998324,0.000045811,89.906953188,0.715742265,33.429652620,120.194902940,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,64,Soybean and other oilseed processing,Total,351.606262163,0.000051661,0.000047531,0.000004130,6.534057323,0.094021746,22.029343405,24.103357691,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,67,Beet sugar manufacturing,Total,"1,771.288030352",0.002201594,0.002090445,0.000111149,189.698789907,2.066593336,70.072752490,267.377659615,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,68,Sugar cane mills and refining,Total,162.992602104,0.000132536,0.000126631,0.000005905,9.285878514,0.141976021,5.526931200,27.805724306,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,69,Nonchocolate confectionery manufacturing,Total,48.034170531,0.000093370,0.000087680,0.000005689,6.342275277,0.275057101,0.939929766,1.520068614,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,70,Chocolate and confectionery manufacturing from cacao beans,Total,20.075566892,0.000029708,0.000026622,0.000003086,3.714793645,0.038650438,0.494164584,3.173936971,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,71,Confectionery manufacturing from purchased chocolate,Total,74.097048045,0.000170844,0.000165503,0.000005341,9.487137366,0.046346292,1.326660066,3.905123783,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,72,"Frozen fruits, juices and vegetables manufacturing",Total,"3,041.294214615",0.004642043,0.004451125,0.000190918,344.875231216,0.962807680,58.948139332,431.314795956,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,73,Frozen specialties manufacturing,Total,826.227457186,0.001868856,0.001769148,0.000099708,162.789581698,1.864640190,11.488083365,77.846811062,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,74,Canned fruits and vegetables manufacturing,Total,740.371212048,0.001104641,0.001053866,0.000050775,108.270743883,0.258510949,12.704906195,90.862690057,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,75,Canned specialties,Total,"3,350.535007633",0.003808617,0.003612348,0.000196269,371.245969192,7.657693854,44.615283974,266.393842926,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,77,Cheese manufacturing,Total,209.824693855,0.000196228,0.000181671,0.000014557,13.529834180,0.039430026,4.861090406,13.630153520,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,78,"Dry, condensed, and evaporated dairy product manufacturing",Total,138.266426870,0.000112480,0.000100743,0.000011737,9.105899620,0.112592494,2.464805665,20.952566477,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,79,Fluid milk manufacturing,Total,"3,706.150077852",0.004674229,0.004554650,0.000119579,326.606691043,6.248986213,80.392935039,211.982718059,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,80,Creamery butter manufacturing,Total,660.076794221,0.000397565,0.000371508,0.000026056,32.005669493,0.354380235,16.245032787,44.455219916,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,82,Frozen cakes and other pastries manufacturing,Total,31.801598503,0.000147972,0.000136755,0.000011217,5.013236083,0.234153169,1.300607869,1.439638857,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,83,Poultry processing,Total,"2,375.489160711",0.006260510,0.006107472,0.000153038,402.643347533,1.688649027,47.321785792,171.494602237,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,84,"Animal, except poultry, slaughtering",Total,"1,643.910952807",0.002243544,0.002112614,0.000130930,140.114727534,2.119160261,39.026757006,66.465196527,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,85,Meat processed from carcasses,Total,"3,318.743272641",0.005586457,0.005143073,0.000443385,457.678279535,1.483031451,64.063848201,107.899590649,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,86,Rendering and meat byproduct processing,Total,39.486508431,0.000057325,0.000055438,0.000001887,4.536925433,0.010504017,0.687716234,0.367050879,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,88,"Bread and bakery product, except frozen, manufacturing",Total,"1,933.844449985",0.009864985,0.009347440,0.000517545,496.944885329,9.719136396,87.831290619,227.944959057,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,89,Cookie and cracker manufacturing,Total,"1,691.380941497",0.004078664,0.003739644,0.000339020,347.237155431,8.273779962,54.873898238,199.120780895,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,90,"Dry pasta, mixes, and dough manufacturing",Total,734.975753933,0.000937739,0.000821495,0.000116244,96.948261692,1.257602542,24.289069798,156.437475366,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,91,Tortilla manufacturing,Total,676.104346223,0.002246841,0.002179232,0.000067609,136.073553522,2.501147849,17.276312498,2.147466977,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,92,Roasted nuts and peanut butter manufacturing,Total,121.314996164,0.000125896,0.000125896,0.000000000,11.221006141,0.000000000,2.526564482,22.723800894,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,93,Other snack food manufacturing,Total,114.139777884,0.000140610,0.000140610,0.000000000,12.534944125,0.000000000,3.950061258,21.982068928,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,94,Coffee and tea manufacturing,Total,7.524771468,0.000010842,0.000010842,0.000000000,0.444057624,0.000000000,0.181274034,0.486914471,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,96,"Mayonnaise, dressing, and sauce manufacturing",Total,50.761059706,0.000075964,0.000071189,0.000004775,5.036885724,0.032622681,1.021948469,4.583511432,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,98,All other food manufacturing,Total,577.048147023,0.001212804,0.001169944,0.000042860,67.970962568,2.681938908,10.524530323,29.579647762,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,99,Bottled and canned soft drinks and water,Total,"8,604.560255697",0.011980811,0.010888616,0.001092194,938.718385453,0.452921267,234.754599930,"1,049.108546118",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,101,Breweries,Total,"2,747.312846864",0.006983268,0.006824761,0.000158506,318.470663451,0.309862353,566.304327504,300.530364623,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,102,Wineries,Total,"2,794.480785263",0.007966850,0.007903635,0.000063215,212.626169219,0.359631782,276.510386657,256.848411309,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,103,Distilleries,Total,43.053816974,0.000032699,0.000030684,0.000002015,1.478871391,0.000487996,23.267927228,2.446815339,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,107,Narrow fabric mills and schiffli machine embroidery,Total,0.477606874,0.000002026,0.000002026,0.000000000,0.145618946,0.000000000,0.003693842,-0.049997570,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,108,Nonwoven fabric mills,Total,7.987541937,0.000016111,0.000015663,0.000000448,1.021882623,0.002487869,0.149838878,0.353250954,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,110,Textile and fabric finishing mills,Total,31.507225458,0.000086976,0.000086440,0.000000536,6.869153433,0.006037286,0.349760136,1.128018101,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,111,Fabric coating mills,Total,1.423318725,0.000003575,0.000003250,0.000000325,0.253246892,0.005916405,0.017339278,0.052473356,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,112,Carpet and rug mills,Total,437.994435764,0.001238408,0.000849456,0.000388952,61.962307755,1.068344234,7.918072060,14.522234456,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,114,Textile bag and canvas mills,Total,66.041550902,0.000300189,0.000268986,0.000031203,14.614766342,0.225806838,0.517549544,2.711580564,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,116,Other textile product mills,Total,23.089054754,0.000129508,0.000126072,0.000003436,6.128606136,0.069537505,0.240758532,1.284634288,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,118,Cut and sew apparel contractors,Total,18.668238223,0.000292201,0.000154780,0.000137420,4.564564201,-0.090202503,0.172588489,-0.016819240,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,119,Cut and sew apparel manufacturing (except contractors),Total,785.976995230,0.004127203,0.002814424,0.001312780,158.048115050,-3.857041652,7.909207082,222.295622716,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,120,Apparel accessories and other apparel manufacturing,Total,34.791536925,0.000211514,0.000152493,0.000059021,8.813247473,-0.164774812,0.313010631,8.609639336,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,122,Footwear manufacturing,Total,0.855140078,0.000004628,0.000004084,0.000000543,0.209463581,0.063514874,0.007802216,0.006244126,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,123,Other leather and allied product manufacturing,Total,0.650344475,0.000004558,0.000000000,0.000004558,0.000000000,0.073287605,0.009169070,0.000000000,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,124,Sawmills,Total,362.189940926,0.000726407,0.000524518,0.000201888,39.133999347,18.896896343,2.276220614,19.196635660,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,126,Veneer and plywood manufacturing,Total,435.708026280,0.001265650,0.001005179,0.000260471,60.396157503,4.443670683,3.516329628,39.319076646,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,127,Engineered wood member and truss manufacturing,Total,871.809812609,0.002218401,0.001924293,0.000294107,142.299916143,0.465516703,3.989945985,55.343858706,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,129,Wood windows and door manufacturing,Total,345.099224153,0.001277782,0.001006585,0.000271197,57.999763703,0.936879265,2.194129675,18.700957324,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,131,"Other millwork, including flooring",Total,"1,133.871439026",0.003345221,0.002492738,0.000852483,209.856898922,69.697533224,6.607288534,113.115782953,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,132,Wood container and pallet manufacturing,Total,733.300568012,0.002873903,0.002114894,0.000759009,146.053345686,39.976120288,3.595098575,36.450396879,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,133,Manufactured home (mobile home) manufacturing,Total,22.256216043,0.000075177,0.000053865,0.000021312,4.121839118,0.432650568,0.104432788,0.511397056,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,134,Prefabricated wood building manufacturing,Total,16.258847572,0.000045261,0.000045261,0.000000000,2.900417572,0.000000000,0.087211121,1.630837021,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,135,All other miscellaneous wood product manufacturing,Total,464.325213218,0.001596401,0.001399945,0.000196456,70.960361799,60.646419218,2.503807047,25.827576836,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,137,Paper mills,Total,457.614487787,0.000557432,0.000555866,0.000001566,49.984400950,-0.606451411,4.859099821,46.356531818,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,139,Paperboard container manufacturing,Total,"6,147.962330137",0.010813975,0.010789950,0.000024025,814.625436273,-4.551749945,70.675823535,334.690836743,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,140,Paper bag and coated and treated paper manufacturing,Total,178.551061812,0.000335597,0.000333821,0.000001776,40.977070020,-1.327335683,1.604314683,20.180812689,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,141,Stationery product manufacturing,Total,862.616678415,0.002010717,0.002003605,0.000007112,149.952594430,-0.980492500,8.744063313,24.365887202,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,142,Sanitary paper product manufacturing,Total,236.243436141,0.000273606,0.000272024,0.000001581,25.547360886,-0.262456725,2.692328568,30.823455962,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,143,All other converted paper product manufacturing,Total,707.391294263,0.001727432,0.001725608,0.000001824,116.315323367,-0.659442304,7.479177386,74.190745691,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,144,Printing,Total,"19,115.258591309",0.102713305,0.084377627,0.018335678,"5,284.659034921",35.835256598,254.917570352,"2,621.159568204",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,145,Support activities for printing,Total,106.954304792,0.000816419,0.000631473,0.000184947,40.604091431,0.241243125,1.290300624,13.534529852,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,147,Asphalt paving mixture and block manufacturing,Total,"3,078.147839081",0.002865347,0.002841010,0.000024337,339.353128388,0.402098133,21.566425497,285.935457601,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,148,Asphalt shingle and coating materials manufacturing,Total,"4,072.293256022",0.002056239,0.002032291,0.000023948,286.562593529,0.651146727,40.756192600,"1,940.703524305",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,149,Petroleum lubricating oil and grease manufacturing,Total,"2,328.828904685",0.001379645,0.001326080,0.000053565,203.057571863,0.189581809,10.928055449,904.212441199,OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,150,All other petroleum and coal products manufacturing,Total,"4,112.085510244",0.001900022,0.001857328,0.000042694,331.264552181,0.167688405,23.344519020,"2,598.315055429",OH-09
OH-09,OH-09 (Ohio Ninth Congressional District) (2023),All,IDP_Delicious Decarbonization,152,Industrial gas manufacturing,Total,"68,122.477238154",0.045786949,0.044582300,0.001204649,"4,358.510639377",61.560377384,"1,416.687993849","8,662.485579804",OH-09
