program,project,state,district,industry_code,employment,output
reap,,Texas,03,27,0.0,200.27
reap,,Texas,03,42,0.0,610.38
reap,,Texas,03,55,0.0,178.35
reap,,Texas,03,56,0.0,112.74
reap,,Texas,03,146,0.0,2285.72
reap,,Texas,03,147,0.0,167.78
reap,,Texas,03,195,0.0,248.3
reap,,Texas,03,196,0.0,2406.28
reap,,Texas,03,199,0.0,166.81
reap,,Texas,03,207,0.0,107.6
reap,,Texas,03,227,0.0,208.61
reap,,Texas,03,228,0.0,1256.55
reap,,Texas,03,376,0.0,246.46
reap,,Texas,03,377,0.0,1203.87
reap,,Texas,03,378,0.0,849.83
reap,,Texas,03,379,0.01,4003.02
reap,,Texas,03,380,0.0,241.64
reap,,Texas,03,381,0.0,159.08
reap,,Texas,03,382,0.0,459.09
reap,,Texas,03,383,0.0,629.09
reap,,Texas,03,384,0.0,134.81
reap,,Texas,03,385,0.0,1198.78
reap,,Texas,03,386,0.0,262.41
reap,,Texas,03,387,0.0,105.02
reap,,Texas,03,388,0.02,3104.89
reap,,Texas,03,389,0.01,670.83
reap,,Texas,03,390,0.0,400.51
reap,,Texas,03,391,0.0,240.9
reap,,Texas,03,392,0.0,536.91
reap,,Texas,03,393,0.0,176.26
reap,,Texas,03,394,0.01,605.23
reap,,Texas,03,395,0.0,285.98
reap,,Texas,03,399,0.01,1061.67
reap,,Texas,03,403,0.0,108.53
reap,,Texas,03,410,0.0,663.71
reap,,Texas,03,415,0.0,473.6
reap,,Texas,03,416,0.0,651.59
reap,,Texas,03,418,0.0,697.83
reap,,Texas,03,420,0.0,106.79
reap,,Texas,03,421,0.0,532.01
reap,,Texas,03,422,0.0,270.72
reap,,Texas,03,423,0.01,2234.57
reap,,Texas,03,424,0.01,961.0
reap,,Texas,03,425,0.0,319.52
reap,,Texas,03,426,0.0,728.43
reap,,Texas,03,427,0.0,220.94
reap,,Texas,03,428,0.0,357.04
reap,,Texas,03,429,0.01,1612.84
reap,,Texas,03,430,0.0,762.4
reap,,Texas,03,431,0.0,6109.86
reap,,Texas,03,433,0.0,226.99
reap,,Texas,03,435,0.01,4186.04
reap,,Texas,03,436,0.0,298.73
reap,,Texas,03,437,0.0,358.53
reap,,Texas,03,438,0.0,291.05
reap,,Texas,03,439,0.01,2888.37
reap,,Texas,03,442,0.0,319.08
reap,,Texas,03,443,0.0,104.64
reap,,Texas,03,444,0.0,162.77
reap,,Texas,03,446,0.0,209.87
reap,,Texas,03,447,0.0,147.51
reap,,Texas,03,449,0.0,113.23
reap,,Texas,03,451,0.01,2573.09
reap,,Texas,03,452,0.0,159.43
reap,,Texas,03,454,0.01,768.3
reap,,Texas,03,455,0.0,117.4
reap,,Texas,03,458,0.0,317.68
reap,,Texas,03,459,0.0,271.12
reap,,Texas,03,460,0.0,140.94
reap,,Texas,03,461,0.0,295.6
reap,,Texas,03,464,0.0,252.64
reap,,Texas,03,465,0.01,1251.05
reap,,Texas,03,466,0.0,336.52
reap,,Texas,03,467,0.0,304.19
reap,,Texas,03,468,0.0,328.3
reap,,Texas,03,469,0.0,117.16
reap,,Texas,03,470,0.0,287.76
reap,,Texas,03,472,0.01,1258.26
reap,,Texas,03,473,0.0,259.83
reap,,Texas,03,475,0.0,139.08
reap,,Texas,03,476,0.0,192.86
reap,,Texas,03,477,0.0,118.03
reap,,Texas,03,486,0.0,102.57
reap,,Texas,03,491,0.01,1115.28
reap,,Texas,03,492,0.01,1447.05
reap,,Texas,03,493,0.0,389.36
reap,,Texas,03,494,0.01,821.52
reap,,Texas,03,496,0.0,335.04
reap,,Texas,03,497,0.0,196.54
reap,,Texas,03,498,0.0,249.26
reap,,Texas,03,499,0.0,158.96
reap,,Texas,03,502,0.0,178.95
reap,,Texas,03,503,0.0,249.35
reap,,Texas,03,516,0.0,565.55
reap,,Texas,04,296,0.0,2079.98
reap,,Texas,04,47,4.47,703467.8
reap,,Texas,04,20,0.0,829.32
reap,,Texas,04,27,0.0,236.63
reap,,Texas,04,35,0.0,198.33
reap,,Texas,04,42,0.0,1106.78
reap,,Texas,04,55,0.0,223.99
reap,,Texas,04,56,0.0,107.21
reap,,Texas,04,124,0.0,107.64
reap,,Texas,04,126,0.0,300.85
reap,,Texas,04,130,0.0,140.35
reap,,Texas,04,146,0.0,1162.15
reap,,Texas,04,147,0.0,188.49
reap,,Texas,04,196,0.0,2235.27
reap,,Texas,04,199,0.0,240.97
reap,,Texas,04,207,0.0,114.3
reap,,Texas,04,227,0.0,1266.95
reap,,Texas,04,228,0.0,177.13
reap,,Texas,04,240,0.0,150.67
reap,,Texas,04,250,0.0,212.84
reap,,Texas,04,375,0.0,121.09
reap,,Texas,04,376,0.0,344.31
reap,,Texas,04,377,0.0,1410.99
reap,,Texas,04,378,0.01,1609.76
reap,,Texas,04,379,0.02,6340.95
reap,,Texas,04,380,0.0,278.66
reap,,Texas,04,381,0.0,376.56
reap,,Texas,04,382,0.0,2411.68
reap,,Texas,04,383,0.0,1073.75
reap,,Texas,04,384,0.0,227.83
reap,,Texas,04,385,0.01,1184.24
reap,,Texas,04,386,0.0,236.44
reap,,Texas,04,388,0.03,4013.93
reap,,Texas,04,389,0.01,619.51
reap,,Texas,04,390,0.0,416.3
reap,,Texas,04,391,0.0,295.55
reap,,Texas,04,392,0.0,393.5
reap,,Texas,04,393,0.0,167.04
reap,,Texas,04,394,0.01,1009.35
reap,,Texas,04,395,0.01,317.61
reap,,Texas,04,397,0.0,177.94
reap,,Texas,04,399,0.01,2417.26
reap,,Texas,04,403,0.0,137.36
reap,,Texas,04,410,0.0,540.83
reap,,Texas,04,415,0.0,578.22
reap,,Texas,04,416,0.0,844.73
reap,,Texas,04,418,0.0,392.47
reap,,Texas,04,421,0.0,737.98
reap,,Texas,04,422,0.0,376.94
reap,,Texas,04,423,0.01,3226.21
reap,,Texas,04,424,0.01,1086.63
reap,,Texas,04,426,0.0,433.47
reap,,Texas,04,427,0.0,177.4
reap,,Texas,04,428,0.0,541.34
reap,,Texas,04,429,0.01,1782.99
reap,,Texas,04,430,0.0,687.21
reap,,Texas,04,431,0.0,6300.57
reap,,Texas,04,432,0.0,101.99
reap,,Texas,04,433,0.0,265.98
reap,,Texas,04,435,0.01,6347.51
reap,,Texas,04,436,0.0,354.23
reap,,Texas,04,437,0.0,672.44
reap,,Texas,04,438,0.0,409.31
reap,,Texas,04,439,0.02,3183.22
reap,,Texas,04,442,0.0,340.24
reap,,Texas,04,443,0.0,130.64
reap,,Texas,04,444,0.0,226.25
reap,,Texas,04,446,0.0,239.23
reap,,Texas,04,447,0.0,228.8
reap,,Texas,04,449,0.0,126.73
reap,,Texas,04,450,0.0,121.55
reap,,Texas,04,451,0.01,2894.31
reap,,Texas,04,452,0.0,272.59
reap,,Texas,04,454,0.01,1280.68
reap,,Texas,04,455,0.0,128.51
reap,,Texas,04,458,0.01,544.21
reap,,Texas,04,459,0.0,264.73
reap,,Texas,04,460,0.0,129.72
reap,,Texas,04,461,0.0,358.52
reap,,Texas,04,464,0.0,205.17
reap,,Texas,04,465,0.01,1483.54
reap,,Texas,04,466,0.0,392.8
reap,,Texas,04,467,0.0,332.39
reap,,Texas,04,468,0.0,322.87
reap,,Texas,04,469,0.0,111.15
reap,,Texas,04,470,0.0,292.6
reap,,Texas,04,472,0.01,2355.32
reap,,Texas,04,473,0.0,344.19
reap,,Texas,04,475,0.0,135.31
reap,,Texas,04,476,0.0,174.54
reap,,Texas,04,477,0.0,100.82
reap,,Texas,04,486,0.0,116.44
reap,,Texas,04,491,0.01,1189.0
reap,,Texas,04,492,0.02,1722.84
reap,,Texas,04,493,0.0,382.05
reap,,Texas,04,494,0.01,876.03
reap,,Texas,04,496,0.0,352.95
reap,,Texas,04,497,0.0,616.41
reap,,Texas,04,498,0.0,369.35
reap,,Texas,04,499,0.0,166.49
reap,,Texas,04,502,0.0,193.0
reap,,Texas,04,503,0.0,187.41
reap,,Texas,04,516,0.0,712.7
reap,,Texas,05,296,0.0,125.91
reap,,Texas,05,47,16.51,2504256.3
reap,,Texas,05,10,0.01,163.53
reap,,Texas,05,20,0.0,1124.42
reap,,Texas,05,27,0.0,519.25
reap,,Texas,05,35,0.0,678.15
reap,,Texas,05,42,0.0,3755.69
reap,,Texas,05,43,0.0,200.84
reap,,Texas,05,44,0.0,121.26
reap,,Texas,05,55,0.0,328.59
reap,,Texas,05,56,0.0,234.47
reap,,Texas,05,139,0.0,118.58
reap,,Texas,05,146,0.0,1469.38
reap,,Texas,05,147,0.0,445.92
reap,,Texas,05,148,0.0,105.05
reap,,Texas,05,149,0.0,202.29
reap,,Texas,05,151,0.0,411.01
reap,,Texas,05,152,0.0,295.62
reap,,Texas,05,168,0.0,108.19
reap,,Texas,05,183,0.0,159.7
reap,,Texas,05,189,0.0,100.56
reap,,Texas,05,190,0.0,1269.56
reap,,Texas,05,196,0.0,2128.66
reap,,Texas,05,227,0.01,7530.12
reap,,Texas,05,228,0.01,3328.56
reap,,Texas,05,230,0.0,501.21
reap,,Texas,05,231,0.0,112.68
reap,,Texas,05,240,0.0,238.37
reap,,Texas,05,375,0.0,157.3
reap,,Texas,05,376,0.0,372.88
reap,,Texas,05,377,0.0,2751.79
reap,,Texas,05,378,0.01,3299.65
reap,,Texas,05,379,0.04,15453.97
reap,,Texas,05,380,0.0,255.08
reap,,Texas,05,381,0.0,474.39
reap,,Texas,05,382,0.0,4521.44
reap,,Texas,05,383,0.0,1262.27
reap,,Texas,05,384,0.0,179.88
reap,,Texas,05,385,0.01,2103.89
reap,,Texas,05,386,0.0,319.75
reap,,Texas,05,387,0.0,187.87
reap,,Texas,05,388,0.06,8566.75
reap,,Texas,05,389,0.01,1449.25
reap,,Texas,05,390,0.01,771.11
reap,,Texas,05,391,0.01,909.6
reap,,Texas,05,392,0.01,762.83
reap,,Texas,05,393,0.0,368.36
reap,,Texas,05,394,0.02,2180.18
reap,,Texas,05,395,0.01,539.18
reap,,Texas,05,396,0.0,282.61
reap,,Texas,05,397,0.0,153.1
reap,,Texas,05,399,0.03,6462.12
reap,,Texas,05,401,0.0,269.72
reap,,Texas,05,402,0.0,145.33
reap,,Texas,05,403,0.0,158.59
reap,,Texas,05,404,0.0,214.18
reap,,Texas,05,410,0.0,107.89
reap,,Texas,05,411,0.0,102.09
reap,,Texas,05,415,0.0,560.95
reap,,Texas,05,416,0.0,2122.52
reap,,Texas,05,417,0.0,317.22
reap,,Texas,05,418,0.0,842.27
reap,,Texas,05,421,0.0,348.65
reap,,Texas,05,422,0.01,731.58
reap,,Texas,05,423,0.01,4456.67
reap,,Texas,05,424,0.0,859.54
reap,,Texas,05,426,0.0,1152.25
reap,,Texas,05,428,0.0,867.57
reap,,Texas,05,429,0.01,2620.76
reap,,Texas,05,430,0.0,1578.87
reap,,Texas,05,431,0.0,17234.22
reap,,Texas,05,432,0.0,200.11
reap,,Texas,05,433,0.0,619.87
reap,,Texas,05,435,0.02,8317.19
reap,,Texas,05,436,0.0,695.38
reap,,Texas,05,437,0.01,1783.26
reap,,Texas,05,438,0.0,600.31
reap,,Texas,05,439,0.03,4857.91
reap,,Texas,05,442,0.0,390.23
reap,,Texas,05,444,0.0,220.01
reap,,Texas,05,446,0.0,223.76
reap,,Texas,05,449,0.0,326.97
reap,,Texas,05,450,0.0,228.26
reap,,Texas,05,451,0.01,1772.28
reap,,Texas,05,452,0.0,255.68
reap,,Texas,05,454,0.01,1428.73
reap,,Texas,05,455,0.0,166.08
reap,,Texas,05,457,0.0,180.9
reap,,Texas,05,458,0.01,1072.04
reap,,Texas,05,459,0.0,533.13
reap,,Texas,05,460,0.0,210.76
reap,,Texas,05,461,0.0,997.63
reap,,Texas,05,462,0.0,142.2
reap,,Texas,05,464,0.0,249.83
reap,,Texas,05,465,0.01,1416.15
reap,,Texas,05,466,0.0,498.66
reap,,Texas,05,467,0.0,415.96
reap,,Texas,05,468,0.0,343.48
reap,,Texas,05,470,0.01,651.12
reap,,Texas,05,471,0.0,242.3
reap,,Texas,05,472,0.01,1710.79
reap,,Texas,05,473,0.01,863.18
reap,,Texas,05,475,0.01,244.77
reap,,Texas,05,476,0.01,384.5
reap,,Texas,05,477,0.0,166.03
reap,,Texas,05,478,0.0,114.47
reap,,Texas,05,482,0.0,108.13
reap,,Texas,05,484,0.0,120.2
reap,,Texas,05,485,0.0,284.82
reap,,Texas,05,486,0.0,208.38
reap,,Texas,05,491,0.02,2124.1
reap,,Texas,05,492,0.04,3989.4
reap,,Texas,05,493,0.01,581.62
reap,,Texas,05,494,0.01,1901.28
reap,,Texas,05,495,0.0,145.3
reap,,Texas,05,496,0.0,776.36
reap,,Texas,05,497,0.01,1258.82
reap,,Texas,05,498,0.0,878.77
reap,,Texas,05,499,0.01,303.03
reap,,Texas,05,500,0.0,110.58
reap,,Texas,05,502,0.01,418.03
reap,,Texas,05,503,0.01,455.52
reap,,Texas,05,504,0.0,150.06
reap,,Texas,05,507,0.01,120.54
reap,,Texas,05,508,0.0,149.03
reap,,Texas,05,516,0.0,1217.26
reap,,Texas,06,376,0.0,876.98
reap,,Texas,06,50,0.02,3281.0
reap,,Texas,06,296,0.0,370.68
reap,,Texas,06,47,8.31,1326407.6
reap,,Texas,06,20,0.0,1098.08
reap,,Texas,06,26,0.0,1226.29
reap,,Texas,06,27,0.0,183.08
reap,,Texas,06,35,0.0,117.27
reap,,Texas,06,42,0.0,2542.54
reap,,Texas,06,43,0.0,147.18
reap,,Texas,06,55,0.0,327.63
reap,,Texas,06,56,0.0,155.09
reap,,Texas,06,124,0.0,190.53
reap,,Texas,06,126,0.0,231.07
reap,,Texas,06,127,0.0,344.9
reap,,Texas,06,128,0.0,102.24
reap,,Texas,06,130,0.0,201.61
reap,,Texas,06,139,0.0,115.28
reap,,Texas,06,147,0.0,149.52
reap,,Texas,06,148,0.0,876.21
reap,,Texas,06,149,0.0,186.6
reap,,Texas,06,150,0.0,525.12
reap,,Texas,06,151,0.0,550.42
reap,,Texas,06,152,0.0,308.15
reap,,Texas,06,167,0.0,118.7
reap,,Texas,06,178,0.0,151.9
reap,,Texas,06,180,0.0,672.62
reap,,Texas,06,182,0.0,444.15
reap,,Texas,06,183,0.0,319.8
reap,,Texas,06,185,0.0,323.83
reap,,Texas,06,190,0.0,223.71
reap,,Texas,06,195,0.0,773.25
reap,,Texas,06,196,0.01,3738.12
reap,,Texas,06,198,0.0,262.11
reap,,Texas,06,199,0.0,1416.83
reap,,Texas,06,205,0.0,156.72
reap,,Texas,06,209,0.0,208.98
reap,,Texas,06,227,0.01,3239.31
reap,,Texas,06,228,0.01,2700.12
reap,,Texas,06,230,0.0,298.92
reap,,Texas,06,232,0.0,162.41
reap,,Texas,06,240,0.0,151.43
reap,,Texas,06,375,0.0,208.29
reap,,Texas,06,376,0.0,470.36
reap,,Texas,06,377,0.0,2114.55
reap,,Texas,06,378,0.01,2933.11
reap,,Texas,06,379,0.03,10089.4
reap,,Texas,06,380,0.0,244.64
reap,,Texas,06,381,0.0,410.1
reap,,Texas,06,382,0.0,5084.22
reap,,Texas,06,383,0.0,2164.01
reap,,Texas,06,384,0.0,218.5
reap,,Texas,06,385,0.01,1930.39
reap,,Texas,06,386,0.0,243.6
reap,,Texas,06,387,0.0,142.67
reap,,Texas,06,388,0.04,6483.55
reap,,Texas,06,389,0.01,1241.39
reap,,Texas,06,390,0.01,611.43
reap,,Texas,06,391,0.0,610.0
reap,,Texas,06,392,0.0,544.85
reap,,Texas,06,393,0.0,161.2
reap,,Texas,06,394,0.01,1272.68
reap,,Texas,06,395,0.01,415.54
reap,,Texas,06,397,0.0,329.36
reap,,Texas,06,399,0.02,5061.2
reap,,Texas,06,401,0.0,294.67
reap,,Texas,06,402,0.0,153.89
reap,,Texas,06,403,0.0,154.78
reap,,Texas,06,404,0.0,281.92
reap,,Texas,06,410,0.0,553.46
reap,,Texas,06,415,0.0,1091.77
reap,,Texas,06,416,0.0,1542.2
reap,,Texas,06,417,0.0,100.69
reap,,Texas,06,418,0.0,910.22
reap,,Texas,06,420,0.0,149.31
reap,,Texas,06,421,0.0,552.89
reap,,Texas,06,422,0.0,455.46
reap,,Texas,06,423,0.01,3057.19
reap,,Texas,06,424,0.0,866.85
reap,,Texas,06,426,0.0,467.51
reap,,Texas,06,427,0.0,116.63
reap,,Texas,06,428,0.0,616.69
reap,,Texas,06,429,0.01,1798.19
reap,,Texas,06,430,0.0,787.36
reap,,Texas,06,431,0.0,10194.29
reap,,Texas,06,432,0.0,197.81
reap,,Texas,06,433,0.0,301.61
reap,,Texas,06,435,0.02,8410.31
reap,,Texas,06,436,0.0,247.76
reap,,Texas,06,437,0.0,697.64
reap,,Texas,06,438,0.0,391.72
reap,,Texas,06,439,0.01,2172.99
reap,,Texas,06,441,0.0,102.91
reap,,Texas,06,442,0.0,354.72
reap,,Texas,06,443,0.0,116.09
reap,,Texas,06,444,0.0,254.76
reap,,Texas,06,446,0.0,199.8
reap,,Texas,06,447,0.0,179.66
reap,,Texas,06,449,0.0,161.4
reap,,Texas,06,450,0.0,122.29
reap,,Texas,06,451,0.01,2489.55
reap,,Texas,06,452,0.0,258.87
reap,,Texas,06,454,0.01,1659.09
reap,,Texas,06,455,0.0,160.44
reap,,Texas,06,457,0.0,175.51
reap,,Texas,06,458,0.0,496.74
reap,,Texas,06,459,0.0,416.88
reap,,Texas,06,461,0.0,1051.26
reap,,Texas,06,462,0.0,200.25
reap,,Texas,06,463,0.0,176.05
reap,,Texas,06,464,0.0,185.53
reap,,Texas,06,465,0.01,1455.69
reap,,Texas,06,466,0.0,473.39
reap,,Texas,06,467,0.0,436.12
reap,,Texas,06,468,0.0,376.96
reap,,Texas,06,470,0.0,315.9
reap,,Texas,06,471,0.0,106.83
reap,,Texas,06,472,0.01,2222.02
reap,,Texas,06,473,0.01,579.19
reap,,Texas,06,475,0.0,211.15
reap,,Texas,06,476,0.0,218.5
reap,,Texas,06,477,0.0,148.41
reap,,Texas,06,479,0.0,103.32
reap,,Texas,06,482,0.0,156.86
reap,,Texas,06,485,0.0,122.16
reap,,Texas,06,486,0.0,127.65
reap,,Texas,06,491,0.02,1504.86
reap,,Texas,06,492,0.03,2884.2
reap,,Texas,06,493,0.01,550.04
reap,,Texas,06,494,0.01,1297.59
reap,,Texas,06,495,0.0,134.93
reap,,Texas,06,496,0.0,485.24
reap,,Texas,06,497,0.01,1089.66
reap,,Texas,06,498,0.0,463.58
reap,,Texas,06,499,0.01,236.29
reap,,Texas,06,502,0.0,225.14
reap,,Texas,06,503,0.0,111.19
reap,,Texas,06,505,0.0,122.06
reap,,Texas,06,508,0.0,109.08
reap,,Texas,06,516,0.0,1241.24
reap,,Texas,10,296,0.0,436.41
reap,,Texas,10,47,3.62,604211.3
reap,,Texas,10,20,0.0,1003.7
reap,,Texas,10,27,0.0,192.21
reap,,Texas,10,35,0.0,109.88
reap,,Texas,10,42,0.0,1309.52
reap,,Texas,10,55,0.0,222.52
reap,,Texas,10,56,0.0,107.58
reap,,Texas,10,125,0.0,146.87
reap,,Texas,10,146,0.0,498.71
reap,,Texas,10,151,0.0,113.97
reap,,Texas,10,190,0.0,243.13
reap,,Texas,10,195,0.0,301.25
reap,,Texas,10,196,0.0,1585.52
reap,,Texas,10,199,0.0,349.51
reap,,Texas,10,227,0.0,904.84
reap,,Texas,10,228,0.0,272.04
reap,,Texas,10,230,0.0,150.14
reap,,Texas,10,240,0.0,147.77
reap,,Texas,10,375,0.0,134.48
reap,,Texas,10,376,0.0,341.27
reap,,Texas,10,377,0.0,1079.93
reap,,Texas,10,378,0.01,1804.03
reap,,Texas,10,379,0.02,6210.71
reap,,Texas,10,380,0.0,217.52
reap,,Texas,10,381,0.0,390.16
reap,,Texas,10,382,0.0,2346.59
reap,,Texas,10,383,0.0,1344.68
reap,,Texas,10,384,0.0,126.17
reap,,Texas,10,385,0.01,1188.38
reap,,Texas,10,386,0.0,215.9
reap,,Texas,10,387,0.0,118.63
reap,,Texas,10,388,0.02,3278.72
reap,,Texas,10,389,0.01,969.38
reap,,Texas,10,390,0.0,338.5
reap,,Texas,10,391,0.0,330.43
reap,,Texas,10,392,0.0,570.25
reap,,Texas,10,393,0.0,147.28
reap,,Texas,10,394,0.01,781.76
reap,,Texas,10,395,0.0,320.16
reap,,Texas,10,396,0.0,216.07
reap,,Texas,10,397,0.0,139.16
reap,,Texas,10,399,0.01,1769.17
reap,,Texas,10,401,0.0,117.58
reap,,Texas,10,402,0.0,102.84
reap,,Texas,10,403,0.0,149.44
reap,,Texas,10,404,0.0,107.36
reap,,Texas,10,410,0.0,424.03
reap,,Texas,10,415,0.0,494.49
reap,,Texas,10,416,0.0,509.93
reap,,Texas,10,417,0.0,125.85
reap,,Texas,10,418,0.0,608.46
reap,,Texas,10,420,0.0,353.65
reap,,Texas,10,421,0.0,565.21
reap,,Texas,10,422,0.0,317.17
reap,,Texas,10,423,0.01,1568.09
reap,,Texas,10,424,0.01,1241.12
reap,,Texas,10,425,0.0,102.83
reap,,Texas,10,426,0.0,625.26
reap,,Texas,10,427,0.0,228.21
reap,,Texas,10,428,0.0,496.33
reap,,Texas,10,429,0.01,1951.14
reap,,Texas,10,430,0.0,633.95
reap,,Texas,10,431,0.0,5860.03
reap,,Texas,10,433,0.0,206.14
reap,,Texas,10,435,0.01,5838.63
reap,,Texas,10,436,0.0,486.46
reap,,Texas,10,437,0.0,643.19
reap,,Texas,10,438,0.0,439.38
reap,,Texas,10,439,0.01,2770.04
reap,,Texas,10,442,0.0,249.4
reap,,Texas,10,444,0.0,216.78
reap,,Texas,10,446,0.0,283.53
reap,,Texas,10,447,0.0,127.03
reap,,Texas,10,449,0.0,145.63
reap,,Texas,10,450,0.0,112.68
reap,,Texas,10,451,0.01,1382.63
reap,,Texas,10,452,0.0,301.75
reap,,Texas,10,454,0.0,493.21
reap,,Texas,10,455,0.0,133.37
reap,,Texas,10,458,0.0,368.22
reap,,Texas,10,459,0.0,317.69
reap,,Texas,10,461,0.0,331.16
reap,,Texas,10,462,0.0,127.45
reap,,Texas,10,464,0.0,222.25
reap,,Texas,10,465,0.01,1172.33
reap,,Texas,10,466,0.0,349.18
reap,,Texas,10,467,0.0,270.11
reap,,Texas,10,468,0.0,212.95
reap,,Texas,10,470,0.0,285.16
reap,,Texas,10,472,0.01,2090.04
reap,,Texas,10,473,0.0,297.3
reap,,Texas,10,475,0.0,129.05
reap,,Texas,10,476,0.0,198.54
reap,,Texas,10,486,0.0,156.69
reap,,Texas,10,491,0.01,1279.9
reap,,Texas,10,492,0.02,1840.91
reap,,Texas,10,493,0.01,596.62
reap,,Texas,10,494,0.01,780.0
reap,,Texas,10,496,0.0,398.61
reap,,Texas,10,497,0.0,619.08
reap,,Texas,10,498,0.0,298.25
reap,,Texas,10,499,0.0,176.56
reap,,Texas,10,502,0.0,236.47
reap,,Texas,10,503,0.0,190.17
reap,,Texas,10,504,0.0,150.98
reap,,Texas,10,508,0.0,108.4
reap,,Texas,10,515,0.0,318.64
reap,,Texas,10,516,0.0,549.56
reap,,Texas,10,50,1.58,300435.0
reap,,Texas,10,20,0.0,472.09
reap,,Texas,10,27,0.0,202.76
reap,,Texas,10,42,0.0,789.47
reap,,Texas,10,55,0.0,126.87
reap,,Texas,10,125,0.0,173.7
reap,,Texas,10,129,0.0,286.91
reap,,Texas,10,146,0.0,233.31
reap,,Texas,10,190,0.0,317.9
reap,,Texas,10,195,0.0,199.66
reap,,Texas,10,196,0.0,1227.9
reap,,Texas,10,197,0.0,296.31
reap,,Texas,10,199,0.01,1661.5
reap,,Texas,10,203,0.0,184.39
reap,,Texas,10,227,0.0,186.51
reap,,Texas,10,228,0.0,190.27
reap,,Texas,10,230,0.0,568.14
reap,,Texas,10,231,0.0,164.81
reap,,Texas,10,348,0.0,227.02
reap,,Texas,10,375,0.0,202.23
reap,,Texas,10,376,0.0,170.14
reap,,Texas,10,377,0.0,996.14
reap,,Texas,10,378,0.01,1701.52
reap,,Texas,10,379,0.01,5178.82
reap,,Texas,10,380,0.0,106.58
reap,,Texas,10,381,0.0,188.55
reap,,Texas,10,382,0.0,1193.12
reap,,Texas,10,383,0.0,873.24
reap,,Texas,10,385,0.0,521.83
reap,,Texas,10,388,0.0,349.38
reap,,Texas,10,389,0.0,410.81
reap,,Texas,10,390,0.0,144.35
reap,,Texas,10,391,0.0,152.08
reap,,Texas,10,392,0.0,244.26
reap,,Texas,10,394,0.0,312.49
reap,,Texas,10,395,0.0,127.4
reap,,Texas,10,396,0.0,113.37
reap,,Texas,10,397,0.0,139.18
reap,,Texas,10,399,0.01,2092.39
reap,,Texas,10,403,0.0,112.39
reap,,Texas,10,410,0.0,174.15
reap,,Texas,10,415,0.0,234.9
reap,,Texas,10,416,0.0,270.5
reap,,Texas,10,418,0.0,279.43
reap,,Texas,10,420,0.0,239.27
reap,,Texas,10,421,0.0,293.39
reap,,Texas,10,422,0.0,209.12
reap,,Texas,10,423,0.0,490.85
reap,,Texas,10,424,0.0,559.84
reap,,Texas,10,426,0.0,305.54
reap,,Texas,10,427,0.0,122.11
reap,,Texas,10,428,0.0,212.95
reap,,Texas,10,429,0.01,1429.46
reap,,Texas,10,430,0.0,270.98
reap,,Texas,10,431,0.0,2512.12
reap,,Texas,10,435,0.0,2056.42
reap,,Texas,10,436,0.0,132.33
reap,,Texas,10,437,0.0,424.65
reap,,Texas,10,438,0.0,340.73
reap,,Texas,10,439,0.01,1407.09
reap,,Texas,10,442,0.0,123.28
reap,,Texas,10,444,0.0,134.67
reap,,Texas,10,446,0.0,127.14
reap,,Texas,10,451,0.0,349.35
reap,,Texas,10,452,0.0,214.5
reap,,Texas,10,454,0.0,118.64
reap,,Texas,10,455,0.0,119.16
reap,,Texas,10,458,0.0,110.27
reap,,Texas,10,459,0.0,343.45
reap,,Texas,10,461,0.0,160.1
reap,,Texas,10,465,0.0,502.52
reap,,Texas,10,466,0.0,149.59
reap,,Texas,10,467,0.0,115.87
reap,,Texas,10,470,0.0,122.21
reap,,Texas,10,472,0.0,895.99
reap,,Texas,10,473,0.0,127.08
reap,,Texas,10,491,0.01,559.01
reap,,Texas,10,492,0.01,795.94
reap,,Texas,10,493,0.0,266.14
reap,,Texas,10,494,0.0,312.64
reap,,Texas,10,496,0.0,110.92
reap,,Texas,10,497,0.0,187.85
reap,,Texas,10,502,0.0,103.66
reap,,Texas,10,515,0.0,192.68
reap,,Texas,10,516,0.0,257.41
reap,,Texas,11,296,0.0,239.49
reap,,Texas,11,47,3.32,700000.0
reap,,Texas,11,20,0.0,5640.62
reap,,Texas,11,26,0.0,874.93
reap,,Texas,11,27,0.0,385.72
reap,,Texas,11,35,0.0,233.38
reap,,Texas,11,38,0.0,772.15
reap,,Texas,11,42,0.0,2458.27
reap,,Texas,11,43,0.0,377.0
reap,,Texas,11,44,0.0,335.69
reap,,Texas,11,55,0.0,707.3
reap,,Texas,11,56,0.0,490.72
reap,,Texas,11,99,0.0,139.35
reap,,Texas,11,104,0.0,107.29
reap,,Texas,11,139,0.0,123.22
reap,,Texas,11,146,0.0,2708.3
reap,,Texas,11,147,0.0,196.33
reap,,Texas,11,180,0.0,490.5
reap,,Texas,11,195,0.0,183.81
reap,,Texas,11,196,0.01,3106.0
reap,,Texas,11,198,0.0,152.28
reap,,Texas,11,199,0.0,446.21
reap,,Texas,11,227,0.01,3958.96
reap,,Texas,11,228,0.0,689.09
reap,,Texas,11,239,0.0,248.69
reap,,Texas,11,240,0.0,151.14
reap,,Texas,11,250,0.0,121.36
reap,,Texas,11,375,0.0,472.26
reap,,Texas,11,376,0.0,521.71
reap,,Texas,11,377,0.0,3169.73
reap,,Texas,11,378,0.01,3043.81
reap,,Texas,11,379,0.03,11637.72
reap,,Texas,11,380,0.0,354.41
