DestinationRegion,ProjectName,IndustryCode,IndustryDescription,Output,Employment,Sum of  WageAndSalaryEmployment,Sum of  ProprietorEmployment,Sum of  EmployeeCompensation,Sum of  ProprietorIncome,Sum of  TaxesOnProductionAndImports,Sum of  OtherPropertyIncome
Montana (2023),Montana Renewables_Montana_51,447,"Advertising, public relations, and related services","2,595,497.49",13.93,8.32,5.61,"696,656.15","173,793.68","22,256.46","662,870.25"
Montana (2023),Montana Renewables_Montana_51,448,Photographic services,"316,229.73",1.47,1.18,0.28,"53,487.63","10,659.80","6,300.59","97,279.41"
Montana (2023),Montana Renewables_Montana_51,449,Veterinary services,"2,147,058.51",19.83,15.33,4.51,"877,495.31","178,173.29","10,758.75","361,679.87"
Montana (2023),Montana Renewables_Montana_51,450,"All other miscellaneous professional, scientific, and technical services","1,702,265.75",7.36,4.31,3.05,"544,832.90","114,939.55","7,532.25","355,217.24"
Montana (2023),Montana Renewables_Montana_51,451,Management of companies and enterprises,"6,035,172.07",30.37,21.79,8.58,"2,684,512.32","-5,400.84","119,271.20","451,927.69"
Montana (2023),Montana Renewables_Montana_51,452,Office administrative services,"1,976,059.68",25.23,14.11,11.11,"1,505,845.87","280,231.47","6,173.42","-606,302.25"
Montana (2023),Montana Renewables_Montana_51,453,Facilities support services,"455,302.28",2.73,1.86,0.87,"132,390.04","24,347.68","1,716.26","36,314.83"
Montana (2023),Montana Renewables_Montana_51,454,Employment services,"11,186,409.42",94.75,60.92,33.83,"4,718,474.88","902,802.60","26,806.70","1,566,168.98"
Montana (2023),Montana Renewables_Montana_51,455,Business support services,"1,592,508.55",18.06,12.46,5.6,"849,585.04","153,797.28","9,564.17","-163,794.17"
Montana (2023),Montana Renewables_Montana_51,456,Travel arrangement and reservation services,"1,107,478.21",4.73,2.89,1.84,"238,900.74","43,350.98","5,309.42","100,508.37"
Montana (2023),Montana Renewables_Montana_51,457,Investigation and security services,"973,013.14",14.59,10.03,4.56,"612,463.92","113,860.08","7,535.89","-64,237.28"
Montana (2023),Montana Renewables_Montana_51,458,Services to buildings,"3,198,825.28",35.22,28.06,7.16,"990,633.42","186,151.54","21,966.13","192,830.39"
Montana (2023),Montana Renewables_Montana_51,459,Landscape and horticultural services,"3,334,922.53",29.24,21.45,7.78,"1,088,585.36","201,721.53","28,540.03","428,559.51"
Montana (2023),Montana Renewables_Montana_51,460,Other support services,"1,703,011.88",10.02,7.23,2.78,"495,113.33","71,599.61","8,001.11","268,059.11"
Montana (2023),Montana Renewables_Montana_51,461,Waste management and remediation services,"3,262,384.07",10.83,9.17,1.66,"758,844.15","-11,817.50","89,915.55","480,810.46"
Montana (2023),Montana Renewables_Montana_51,462,Elementary and secondary schools,"981,635.36",22.68,15.9,6.79,"754,247.22","85,666.95","26,157.72","-64,828.21"
Montana (2023),Montana Renewables_Montana_51,463,"Junior colleges, colleges, universities, and professional schools","1,323,300.42",21.26,15.08,6.18,"566,618.36","75,364.36","37,491.57","173,926.40"
Montana (2023),Montana Renewables_Montana_51,464,Other educational services,"2,121,089.64",25.06,17.38,7.68,"896,272.01","91,425.43","72,575.34",514.78
Montana (2023),Montana Renewables_Montana_51,465,Offices of physicians,"15,548,519.52",87.39,64.07,23.33,"9,184,564.49","1,656,049.36","352,749.93","-606,566.19"
Montana (2023),Montana Renewables_Montana_51,466,Offices of dentists,"4,833,772.69",35.03,29.51,5.51,"2,234,726.53","403,213.67","99,167.37","1,240,321.74"
Montana (2023),Montana Renewables_Montana_51,467,Offices of other health practitioners,"3,825,527.21",32.45,27.98,4.48,"1,799,999.23","321,561.88","126,649.98","862,522.57"
Montana (2023),Montana Renewables_Montana_51,468,Outpatient care centers,"3,362,942.72",22.89,19.24,3.65,"1,414,016.95","267,021.59","68,478.24","272,445.35"
Montana (2023),Montana Renewables_Montana_51,469,Medical and diagnostic laboratories,"707,945.31",3.29,2.5,0.79,"307,029.49","55,161.08","12,752.95","197,125.47"
Montana (2023),Montana Renewables_Montana_51,470,Home health care services,"1,880,496.43",23.55,20.59,2.96,"1,177,486.86","204,479.80","44,183.65","56,334.66"
Montana (2023),Montana Renewables_Montana_51,471,Other ambulatory health care services,"1,384,639.31",11.76,9.88,1.89,"754,285.22","136,224.22","38,234.94","-134,683.31"
Montana (2023),Montana Renewables_Montana_51,472,Hospitals,"46,275,229.79",212.16,211.98,0.18,"21,518,799.13","336,378.13","904,508.11","3,368,118.41"
Montana (2023),Montana Renewables_Montana_51,473,Nursing and community care facilities,"4,245,698.13",44.1,43.27,0.83,"2,239,736.97","20,216.02","136,765.33","144,436.56"
Montana (2023),Montana Renewables_Montana_51,474,"Residential mental health, substance abuse, and other residential care facilities","1,589,501.72",18.59,18.19,0.4,"968,336.25","7,934.34","38,110.29","65,638.98"
Montana (2023),Montana Renewables_Montana_51,475,Individual and family services,"2,904,716.81",60.14,48.38,11.77,"1,846,489.64","303,900.34","-38,936.23","-138,409.66"
Montana (2023),Montana Renewables_Montana_51,476,Child day care services,"2,223,630.70",35.29,30.01,5.28,"1,055,895.00","147,423.11","-49,366.99","157,493.76"
Montana (2023),Montana Renewables_Montana_51,477,"Community food, housing, and other relief services, including rehabilitation services","1,795,675.62",18.59,14.79,3.8,"658,214.42","101,395.85","-25,902.71","36,939.19"
Montana (2023),Montana Renewables_Montana_51,478,Performing arts companies,"1,512,300.25",17.2,3.62,13.57,"133,765.50","305,766.59","37,746.58","24,947.30"
Montana (2023),Montana Renewables_Montana_51,479,Commercial Sports Except Racing,"313,879.34",7.11,1.65,5.45,"50,301.56","183,530.84","7,584.36","-47,474.19"
Montana (2023),Montana Renewables_Montana_51,480,Racing and Track Operation,"17,892.22",0.43,0.18,0.25,"3,022.80","9,471.90",190,"-7,073.52"
Montana (2023),Montana Renewables_Montana_51,481,"Independent artists, writers, and performers","1,824,523.38",14.44,1.45,12.99,"93,773.52","282,157.24","53,618.55","34,339.87"
Montana (2023),Montana Renewables_Montana_51,482,Promoters of performing arts and sports and agents for public figures,"1,569,744.64",12.95,1.81,11.13,"91,227.17","261,896.97","30,345.09","13,152.25"
Montana (2023),Montana Renewables_Montana_51,483,"Museums, historical sites, zoos, and parks","545,220.17",4.52,4.28,0.24,"205,717.02","55,631.82","6,527.21","6,946.53"
Montana (2023),Montana Renewables_Montana_51,484,Amusement parks and arcades,"76,067.22",0.88,0.74,0.14,"21,566.85",795.34,"23,467.51","5,447.07"
Montana (2023),Montana Renewables_Montana_51,485,Gambling industries (except casino hotels),"3,589,216.27",23.56,20.21,3.35,"728,946.83","19,774.61","410,742.64","838,728.04"
Montana (2023),Montana Renewables_Montana_51,486,Other amusement and recreation industries,"1,899,251.24",25.84,21.41,4.43,"777,932.37","27,134.03","280,513.66","81,186.49"
Montana (2023),Montana Renewables_Montana_51,487,Fitness and recreational sports centers,"1,058,537.52",20.23,18.15,2.08,"371,187.62","12,550.12","127,040.81","5,222.06"
Montana (2023),Montana Renewables_Montana_51,488,Bowling centers,"124,306.35",2.19,1.94,0.25,"47,664.33","1,498.34","13,648.87","-5,263.40"
Montana (2023),Montana Renewables_Montana_51,489,"Hotels and motels, including casino hotels","97,236.42",0.77,0.68,0.09,"32,979.59",355.98,"5,425.98","25,110.29"
Montana (2023),Montana Renewables_Montana_51,490,Other accommodations,"781,893.02",6.14,5.48,0.67,"294,129.95","2,505.61","32,172.97","163,612.78"
Montana (2023),Montana Renewables_Montana_51,491,Full-service restaurants,"14,121,209.68",154.4,142.09,12.32,"4,327,891.65","633,590.51","152,102.51","2,110,536.00"
Montana (2023),Montana Renewables_Montana_51,492,Limited-service restaurants,"14,390,570.55",133.37,122.04,11.33,"3,598,806.21","561,207.45","218,425.97","1,925,207.09"
Montana (2023),Montana Renewables_Montana_51,493,All other food and drinking places,"5,914,998.00",79.73,73.72,6.01,"2,322,503.74","218,369.92","130,018.84","942,282.79"
Montana (2023),Montana Renewables_Montana_51,494,"Automotive repair and maintenance, except car washes","8,293,156.27",70.26,41.66,28.6,"2,765,041.71","1,297,955.33","214,488.47","532,811.81"
Montana (2023),Montana Renewables_Montana_51,495,Car washes,"744,166.38",7.47,5.36,2.11,"267,870.35","97,728.62","15,078.25","24,109.63"
Montana (2023),Montana Renewables_Montana_51,496,Electronic and precision equipment repair and maintenance,"2,262,576.26",16.69,11.27,5.42,"795,261.49","222,797.56","35,129.91","276,893.29"
Montana (2023),Montana Renewables_Montana_51,497,Commercial and industrial machinery and equipment repair and maintenance,"3,487,993.43",26.9,14.92,11.98,"1,294,585.68","579,526.81","108,987.11","59,590.26"
Montana (2023),Montana Renewables_Montana_51,498,Personal and household goods repair and maintenance,"2,239,393.78",12.91,9.24,3.67,"545,637.21","148,331.52","44,739.13","343,765.43"
Montana (2023),Montana Renewables_Montana_51,499,Personal care services,"1,367,927.37",30.8,8.26,22.55,"354,969.38","697,278.88","17,833.02","-216,505.04"
Montana (2023),Montana Renewables_Montana_51,500,Death care services,"474,265.83",9.07,2.49,6.58,"114,154.66","214,614.04","6,679.61","-30,653.22"
Montana (2023),Montana Renewables_Montana_51,501,Dry-cleaning and laundry services,"629,201.17",17.28,4.57,12.71,"212,226.36","402,540.74","14,143.26","-170,025.56"
Montana (2023),Montana Renewables_Montana_51,502,Other personal services,"2,284,749.59",30.35,11.17,19.19,"467,602.62","624,813.38","49,885.43","131,646.64"
Montana (2023),Montana Renewables_Montana_51,503,Religious organizations,"3,174,538.29",60.35,55.44,4.91,"3,165,318.86","114,017.00",0,"-1,197,019.70"
Montana (2023),Montana Renewables_Montana_51,504,"Grantmaking, giving, and social advocacy organizations","2,943,412.49",18.86,16.75,2.11,"1,169,103.39","44,864.52","22,490.43","403,674.20"
Montana (2023),Montana Renewables_Montana_51,505,Business and professional associations,"1,508,685.36",7.96,6.86,1.1,"598,351.81","23,960.01","17,510.83","216,210.37"
Montana (2023),Montana Renewables_Montana_51,506,Labor and civic organizations,"1,297,283.12",13.8,12.97,0.84,"478,335.23","18,044.70","11,148.69","109,566.74"
Montana (2023),Montana Renewables_Montana_51,507,Private households,"287,658.38",19.06,19.06,0,"287,658.38",0,0,0
Montana (2023),Montana Renewables_Montana_51,508,Postal service,"2,304,297.70",19.34,19.34,0,"2,038,987.01",0,0,"74,227.76"
Montana (2023),Montana Renewables_Montana_51,509,Federal electric utilities,"748,039.35",0.59,0.59,0,"103,717.50",0,0,"-11,634.93"
Montana (2023),Montana Renewables_Montana_51,510,Other federal government enterprises,"12,499.26",0.56,0.56,0,"52,317.97",0,"-971,413.74","78,576.10"
Montana (2023),Montana Renewables_Montana_51,513,Other state government enterprises,"73,806.76",0.27,0.27,0,"23,752.69",0,-148.34,870.8
Montana (2023),Montana Renewables_Montana_51,514,Local government passenger transit,"93,290.15",2.27,2.27,0,"131,699.44",0,0,"-106,383.02"
Montana (2023),Montana Renewables_Montana_51,515,Local government electric utilities,"306,216.59",0.42,0.42,0,"57,180.37",0,0,752.72
Montana (2023),Montana Renewables_Montana_51,516,Other local government enterprises,"4,402,408.64",11.04,11.04,0,"806,951.06",0,"-288,902.39","861,282.72"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,47,Construction of new power and communication structures,"710,000,000.00","4,207.40","2,629.73","1,577.67","248,352,668.60","134,122,044.80","10,160,685.85","91,463,408.71"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,1,Oilseed farming,"1,090.33",0,0,0,45.76,123.31,77.39,447.75
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,2,Grain farming,"7,439.68",0.04,0,0.03,452.96,495.94,-442.47,"1,003.06"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,3,Vegetable and melon farming,"68,891.82",0.65,0.32,0.34,"9,715.83","10,714.23","5,546.99","17,126.00"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,4,Fruit farming,"38,701.73",0.76,0.36,0.4,"8,302.32","14,377.98","3,315.82","5,908.46"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,5,Tree nut farming,33.58,0,0,0,13.25,20.71,9.48,-10.52
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,6,"Greenhouse, nursery, and floriculture production","114,653.05",0.92,0.66,0.25,"32,082.60","10,099.88","3,814.20","33,381.18"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,10,All other crop farming,"8,981.53",0.34,0.01,0.32,"1,747.38",632.9,-6.94,"1,906.74"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,11,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming","1,651.00",0.03,0,0.03,36.29,371.59,144.65,132.11
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,12,Dairy cattle and milk production,"1,057.97",0,0,0,66.27,87.33,49.39,124.44
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,13,Poultry and egg production,"17,963.80",0.03,0.01,0.02,"1,267.85",193.59,970.55,"1,808.47"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,14,"Animal production, except cattle and poultry and eggs","16,570.97",0.4,0.04,0.37,"2,615.73","4,657.19","1,496.95","6,085.28"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,15,"Forestry, forest products, and timber tract production",647,0.01,0,0.01,146.4,386.67,31.82,3.37
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,16,Commercial logging,"10,166.47",0.03,0.02,0.01,"1,902.83",768.97,32.69,"7,337.78"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,17,Commercial fishing,"18,205.43",0.24,0.06,0.18,"4,102.32","7,051.40","1,430.76","5,515.16"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,18,Commercial hunting and trapping,"3,791.72",0.01,0.01,0.01,449.67,"2,559.61",193.83,446.06
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,19,Support activities for agriculture and forestry,"15,480.13",0.3,0.22,0.08,"12,319.85","2,150.43",362.94,-10.96
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,20,Oil and gas extraction,"168,236.08",0.37,0.01,0.36,"2,159.32","182,037.42","2,290.66","-175,565.69"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,25,Other metal ore mining,"4,838.82",0.01,0,0,932.83,"1,344.79",536.67,620.84
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,26,Stone mining and quarrying,"1,572,707.54",3.02,2.25,0.77,"307,571.01","488,104.42","128,688.26","122,213.49"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,27,Sand and gravel mining,"485,487.09",1.09,0.88,0.21,"101,223.87","182,107.41","34,631.18","14,222.15"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,29,Other nonmetallic mineral mining and quarrying,"3,796.77",0.01,0.01,0,721.1,"1,406.29",321.6,122.45
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,30,Drilling oil and gas wells,0.58,0,0,0,0.23,0.04,0.05,-0.03
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,31,Support activities for oil and gas operations,54.54,0,0,0,11.82,26,4.66,-9.13
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,32,Metal mining services,19.68,0,0,0,0,15.47,0.27,0
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,33,Other nonmetallic minerals services,6.26,0,0,0,1.56,1.36,0.29,-1.21
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,34,Electric power generation - Hydroelectric,"10,254.83",0.01,0.01,0,"2,011.72","1,016.03","1,758.24","1,924.27"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,35,Electric power generation - Fossil  fuel,"599,439.20",0.24,0.21,0.03,"54,526.44","18,562.06","80,104.83","237,637.81"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,36,Electric power generation - Nuclear,"580,784.40",0.43,0.38,0.05,"82,803.13","41,808.21","79,638.47","179,441.47"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,37,Electric power generation - Solar,"94,704.98",0.11,0.1,0.01,"20,761.02","4,813.34","13,581.23","23,208.47"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,38,Electric power generation - Wind,"62,444.35",0.02,0.01,0,"3,144.21","1,302.22","11,550.53","30,337.82"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,40,Electric power generation - Biomass,"1,419.36",0,0,0,158.44,71.81,211.51,360.64
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,41,Electric power generation - All other,"8,958.02",0.04,0.04,0.01,"11,065.03","3,364.35",893.83,"-8,219.44"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,42,Electric power transmission and distribution,"4,599,400.94",2.32,2.07,0.24,"454,270.55","167,415.26","386,324.80","1,534,157.59"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,43,Natural gas distribution,"1,770,170.63",1.92,1.75,0.17,"299,720.36","105,940.48","423,346.79","473,989.98"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,44,"Water, sewage and other systems","386,564.14",1.05,0.97,0.08,"156,077.77","59,560.48","42,375.17","21,027.31"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,55,Maintenance and repair construction of nonresidential structures,"1,734,697.43",7.73,4.84,2.89,"448,727.27","231,347.77","23,748.31","207,942.48"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,56,Maintenance and repair construction of residential structures,"1,254,416.33",7.66,5.03,2.62,"420,227.03","196,250.35","34,340.31","126,152.42"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,57,"Maintenance and repair construction of highways, streets, bridges, and tunnels","4,753.79",0.02,0.01,0.01,"1,232.60",635.75,65.93,601.39
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,58,Dog and cat food manufacturing,"11,795.26",0.01,0.01,0,"1,141.04",25.67,104.08,836.62
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,59,Other animal food manufacturing,"58,144.77",0.03,0.03,0,"5,353.02",99.35,568.74,"3,694.29"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,60,Flour milling,"35,538.17",0.03,0.02,0,"3,316.65",63.65,266.37,"2,477.68"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,63,Wet corn milling,"33,942.84",0.02,0.02,0,"1,857.87",82.55,324.91,"1,713.31"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,65,Fats and oils refining and blending,"20,686.05",0.01,0.01,0,649.11,14.5,165.22,706.8
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,69,Nonchocolate confectionery manufacturing,"18,616.84",0.04,0.03,0,"3,090.62",93.08,112.72,413.92
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,70,Chocolate and confectionery manufacturing from cacao beans,"1,932.08",0,0,0,199.41,11.73,19.64,95.21
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,71,Confectionery manufacturing from purchased chocolate,"12,540.48",0.03,0.03,0,"2,001.14",57.18,69.35,460.29
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,72,"Frozen fruits, juices and vegetables manufacturing","83,574.84",0.14,0.13,0.01,"9,834.72",211.86,553.78,"6,873.01"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,73,Frozen specialties manufacturing,"86,176.63",0.21,0.2,0.01,"15,558.99",334.41,413.42,"4,157.66"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,74,Canned fruits and vegetables manufacturing,"31,229.04",0.05,0.05,0,"4,556.78",145.25,182.47,"2,136.91"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,75,Canned specialties,"5,339.51",0.01,0.01,0,483.16,12.14,24.31,193.73
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,76,Dehydrated food products manufacturing,"1,508.02",0,0,0,179.26,4.07,7.12,22.11
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,77,Cheese manufacturing,"54,391.69",0.05,0.05,0,"3,710.41",68.37,412.25,"2,088.73"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,78,"Dry, condensed, and evaporated dairy product manufacturing","6,652.44",0.01,0.01,0,483.06,10.99,40.18,621.11
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,79,Fluid milk manufacturing,"92,587.47",0.11,0.11,0.01,"11,893.16",355.38,616.93,"4,313.46"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,81,Ice cream and frozen dessert manufacturing,"18,254.81",0.05,0.04,0,"2,283.85",70.16,133.02,658.2
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,82,Frozen cakes and other pastries manufacturing,"8,990.81",0.04,0.03,0,"1,801.97",192.19,249.68,666.44
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,83,Poultry processing,"18,861.96",0.05,0.05,0,"3,874.39",102.68,116.93,922.12
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,84,"Animal, except poultry, slaughtering","36,122.97",0.05,0.04,0,"4,495.15",162.97,376.15,"1,411.71"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,85,Meat processed from carcasses,"213,263.79",0.37,0.34,0.03,"30,207.37",717.46,"1,440.20","4,436.58"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,86,Rendering and meat byproduct processing,"1,374.30",0,0,0,214.63,7.07,10.38,26.45
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,87,Seafood product preparation and packaging,"18,573.31",0.03,0.03,0,"2,228.58",53.74,138.64,885.46
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,88,"Bread and bakery product, except frozen, manufacturing","317,994.70",1.69,1.61,0.09,"87,856.45","5,596.25","6,718.65","26,925.27"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,89,Cookie and cracker manufacturing,"39,079.29",0.12,0.11,0,"5,946.30",210.66,485.06,"1,905.42"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,90,"Dry pasta, mixes, and dough manufacturing","80,344.69",0.12,0.11,0.01,"11,136.66",336.58,965.23,"10,041.74"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,91,Tortilla manufacturing,"5,865.18",0.02,0.02,0,"1,002.50",18.13,50.04,8.84
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,92,Roasted nuts and peanut butter manufacturing,"116,897.65",0.14,0.14,0.01,"9,204.60",253.67,988.49,"11,751.25"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,93,Other snack food manufacturing,"110,508.76",0.16,0.15,0.01,"12,368.42",243.23,"1,380.03","12,008.47"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,94,Coffee and tea manufacturing,"45,092.67",0.06,0.05,0,"6,369.10",153.5,299.44,"3,902.52"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,95,Flavoring syrup and concentrate manufacturing,"12,877.90",0.01,0.01,0,816.19,27.78,80.59,"2,513.12"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,96,"Mayonnaise, dressing, and sauce manufacturing","5,684.94",0.01,0.01,0,784.47,18.25,35.53,398.9
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,97,Spice and extract manufacturing,"81,174.38",0.11,0.1,0.01,"15,706.79",519.57,575.57,"9,723.65"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,98,All other food manufacturing,"133,880.99",0.28,0.26,0.01,"20,649.81",576.96,756.13,"5,021.56"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,99,Bottled and canned soft drinks and water,"337,074.87",0.48,0.44,0.04,"45,446.92","2,692.93","2,969.10","28,381.98"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,100,Manufactured ice,"8,592.16",0.04,0.04,0,"2,734.57",124.97,70.96,-785.52
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,101,Breweries,"87,763.57",0.25,0.24,0.01,"16,451.01",579.67,"6,337.21","8,674.90"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,102,Wineries,"60,290.87",0.18,0.17,0.01,"7,232.54",288.23,"1,939.87","4,882.07"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,103,Distilleries,"5,421.13",0.01,0.01,0,501.04,25.86,"1,376.15",463.23
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,104,Tobacco manufacturing,"82,249.14",0.02,0.02,0,"3,455.03",90.2,"16,358.06","21,726.28"
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,105,"Fiber, yarn, and thread mills",162.7,0,0,0,29.61,0.12,6.48,0.48
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,106,Broadwoven fabric mills,"1,166.78",0,0,0,245.46,2.12,38.52,5.13
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,107,Narrow fabric mills and schiffli machine embroidery,34.72,0,0,0,10.25,0.16,0.63,-5.42
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,108,Nonwoven fabric mills,114.73,0,0,0,21.95,0.16,4.62,1.34
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,109,Knit fabric mills,115.33,0,0,0,30.21,0.41,3.14,0.32
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,110,Textile and fabric finishing mills,"2,515.67",0.01,0.01,0,550.25,2.02,65.48,15.95
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,111,Fabric coating mills,487.26,0,0,0,113.07,0.6,13.02,4.14
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,112,Carpet and rug mills,"2,762.55",0.01,0,0,701.25,1.48,100.07,29.01
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,113,Curtain and linen mills,"3,131.43",0.01,0.01,0,"1,109.55",5.34,74.93,33.34
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,114,Textile bag and canvas mills,"5,311.94",0.02,0.02,0,"1,429.36",5.73,92.91,46.82
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,115,"Rope, cordage, twine, tire cord and tire fabric mills",845.7,0,0,0,223.69,1.42,32.88,38.95
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,116,Other textile product mills,"12,911.28",0.07,0.06,0.01,"4,545.35",18.05,285.42,168.2
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,117,Apparel knitting mills,429.73,0,0,0,154.19,33.56,12.84,6.21
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,118,Cut and sew apparel contractors,"2,677.66",0.03,0.02,0.01,"1,221.69",133.93,34.54,-92.73
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,119,Cut and sew apparel manufacturing (except contractors),"7,547.71",0.05,0.03,0.02,"2,313.68",315.17,185.58,97.32
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,120,Apparel accessories and other apparel manufacturing,"6,303.58",0.04,0.03,0.01,"2,262.15",383.29,128.17,66.09
New Jersey (2023),Jersey Central Power Light Transmission Projects_New Jersey_47,121,Leather and hide tanning and finishing,372.52,0,0,0,67.62,2.56,19.52,7.8
